"id_cliente";"id_solicitacao_emp";"id_historico_emp";"idade_cliente";"salario_anual";"propriedade";"anos_trabalhados";"motivo_emp";"pontuacao_emp";"valor_emp_solicitado";"taxa_juros";"possibilidade_inadimplencia";"percentual_emp_salario";"inadimplencia_anterior";"anos_primeira_solc_emp"
"cqzchblq-ukui";"jt2zj03q-6bp7";"gwcezn3q-iyia";26;85000;"Própria";10.0;"Educativo";"B";10000;12.18;0;0.12;"n";2
"ipolgxay-0e6l";"jt3m3n8e-4xc3";"1vhoskei-egnh";28;112200;"Alugada";11.0;"Médico";"C";7000;11.66;0;0.06;"y";7
"vlojgh6p-czh5";"jt4c2wvm-okg9";"jpac40wk-ncqb";34;72000;"Própria";2.0;"Médico";"A";13150;6.03;0;0.18;"n";10
"dzo6pdaa-ciue";"jt4jlobo-wdpr";"j75yznds-rcw0";45;210000;"Hipoteca";14.0;"Pag. de débitos";"A";12000;9.63;0;0.06;"n";12
"tcwbblwi-qlqn";"jt5a3lls-qubx";"oe1xpwss-hkel";34;60000;"Hipoteca";6.0;"Pessoal";"E";10500;15.68;0;0.17;"y";9
"dymoqrrn-j7zl";"jt5ferng-5ulr";"sijrs2p9-prwm";23;82000;"Alugada";3.0;"Empreendimento";"A";14400;7.66;0;0.18;"n";2
"5e27ndf7-kzef";"jt6k6dmj-gurz";"yizrkgea-nqqk";22;38000;"Alugada";2.0;"Pag. de débitos";"F";6400;20.62;1;0.17;"n";3
"loysd0hj-nqbj";"jt9mpnwn-bs2o";"5blcwblu-fjkg";27;103250;"Alugada";1.0;"Empreendimento";"C";25000;12.73;0;0.24;"n";10
"xx7zbavf-5may";"jtc0kogj-uepc";"w7h7h7z6-guef";24;70399;"Alugada";0.0;"Médico";"A";1000;8.59;0;0.01;"n";3
"ga2e4kdf-aqgj";"jtcfgdvx-pnmy";"aoa1fxd7-jfaa";25;230000;"Hipoteca";5.0;"Médico";"C";35000;13.99;0;0.15;"n";4
"hep71r6m-axse";"jtcswfhl-o0jf";"3xp268su-l00n";24;138000;"Alugada";2.0;"Empreendimento";"D";20000;15.99;1;0.14;"y";3
"7nur3e8m-h96o";"jtcxedpz-elts";"af3tsolw-t0m9";24;60000;"Alugada";4.0;"Educativo";"B";12500;11.49;0;0.21;"n";2
"hawqb5g7-qqrh";"jtdw4hwu-l5ak";"nac9h22q-wfwc";25;18000;"Alugada";3.0;"Empreendimento";"C";8500;10.28;1;0.47;"n";2
"cck8izhu-2nai";"jteafqyd-4zar";"im2kar6i-u2yt";31;89000;"Hipoteca";8.0;"Pessoal";"D";12250;15.05;0;0.14;"n";8
"wqsyzwoj-jm8s";"jtgfqdx9-e46w";"33ax17kt-6vys";29;57995;"Alugada";8.0;"Médico";"B";5600;10.37;0;0.1;"n";6
"wvzofewi-zhrg";"jthmlb17-ofrz";"nl28yfln-dduj";25;90000;"Hipoteca";9.0;"Empreendimento";"A";7750;7.51;0;0.09;"n";3
"sq5kugmm-cpw3";"jtj8ojiu-g6nx";"qmpi5z2l-7ae2";33;82000;"Hipoteca";2.0;"Pessoal";"B";20000;10.99;0;0.24;"n";10
"qjqz76cg-qtzz";"jtjhlebw-ymzk";"ad6yd4nj-6mo5";23;55000;"Própria";6.0;"Empreendimento";"C";18500;13.16;0;0.34;"n";3
"lcnihp8f-lcpx";"jtkax5nn-p0te";"bo9poiuc-yvaf";30;107000;"Hipoteca";0.0;"Pag. de débitos";"C";2500;10.78;0;0.02;"y";6
"ztsmngw4-rmul";"jtkjuyxw-0uf5";"ylyrlywu-eq00";24;120000;"Hipoteca";8.0;"Pessoal";"A";16000;0.0;0;0.13;"n";3
"egfqeok6-hnm4";"jtlaa5mq-e6vp";"7byxrane-tisg";25;120000;"Hipoteca";1.0;"Melhora do lar";"C";3000;14.27;0;0.03;"y";4
"ngama72q-uqut";"jtojtrin-a3ne";"kchqoio0-wiqc";24;31200;"Alugada";3.0;"Pessoal";"C";2000;14.65;0;0.06;"y";2
"wg0yqfiy-zyk2";"jtqewudc-wni8";"zje0f26k-1lh8";38;30120;"Alugada";1.0;"Melhora do lar";"D";14400;12.8;1;0.48;"y";17
"yr4k8o7s-pa1o";"jts6f7dg-c2p6";"n620hdnq-dljw";30;10200;"Própria";0.0;"Melhora do lar";"B";5500;10.36;1;0.54;"n";8
"rtijzba1-upqd";"jttbpzz1-gex1";"p7lkbg4u-mnu7";26;78000;"Alugada";6.0;"Empreendimento";"D";7800;16.77;0;0.1;"n";3
"e6ubzcqm-1fnl";"jtuat92l-w55q";"hn6dgjed-gpqh";25;24000;"Hipoteca";0.0;"Pag. de débitos";"C";6000;13.49;0;0.25;"y";3
"pt8gq05x-mj2m";"jtuuhuxd-6sml";"bmcqwws6-iqbe";25;60000;"Hipoteca";3.0;"Pag. de débitos";"A";3000;5.99;0;0.05;"n";4
"qisetdlo-u8nl";"jtyn3mjx-nghp";"qqbia9bi-imu6";25;18000;"Alugada";0.0;"Pag. de débitos";"C";4000;13.22;1;0.22;"y";4
"bjoomggg-sdwy";"ju1hiiyz-flte";"onbt4s2v-yvfi";23;30900;"Alugada";1.0;"Pessoal";"A";5775;9.63;1;0.19;"n";4
"g5lm6jbk-zjnj";"ju5mcglj-y5sf";"oljcu3ng-lemy";23;60000;"Hipoteca";7.0;"Pessoal";"B";9500;12.53;0;0.16;"n";2
"tekc76id-k9nq";"ju7llgc7-ezgf";"sfewzzu3-3lpa";26;100000;"Hipoteca";5.0;"Pag. de débitos";"B";24000;10.99;0;0.24;"n";4
"zq7eid7p-ezu5";"ju7qtdog-mjdr";"nkh4pmyl-7pzt";24;43995;"Alugada";0.0;"Educativo";"C";7400;13.99;1;0.17;"y";3
"mhcy0wc1-vzgn";"ju9ffe7l-zccq";"bz3u3qql-l2gf";24;9600;"Alugada";5.0;"Pessoal";"A";1000;8.49;1;0.1;"n";4
"pbouaxn1-kqr6";"juacs3an-hdjt";"wdjnxwzt-sunf";22;28150;"Alugada";0.0;"Médico";"A";1600;6.39;0;0.06;"n";4
"igry4wby-1mwt";"juaehq6u-aipk";"mqntpzzm-ns24";24;35000;"Alugada";4.0;"Educativo";"A";1850;7.12;0;0.05;"n";2
"ni6roonq-pli9";"juaho4lq-urge";"9jcd8t9s-mlo7";39;150000;"Hipoteca";9.0;"Educativo";"A";2700;7.29;0;0.1;"";3
"cgrz0jns-rzfa";"juaqzoyt-1ybq";"8amwfioq-sefa";30;60000;"Alugada";0.0;"Melhora do lar";"A";8000;7.66;0;0.13;"n";6
"ulhknmhg-daxc";"jubsd6xw-6xyh";"m0r2at8e-wzgy";22;78792;"Hipoteca";4.0;"Educativo";"D";5500;14.61;0;0.07;"n";4
"1jnsenjd-mzp9";"jubtfqwg-e8pp";"lxbtzvzw-udx9";23;78000;"Alugada";1.0;"Empreendimento";"B";3500;9.96;0;0.04;"n";4
"fdcaqcdq-hmhp";"judpinyf-a8id";"djygnhxe-v7vg";26;75000;"Hipoteca";9.0;"Educativo";"C";4000;12.99;0;0.05;"n";2
"8ih9twrj-izkl";"juezigpc-9lcr";"leli53pz-f6ss";28;55640;"Hipoteca";9.0;"Médico";"C";5000;0.0;0;0.09;"n";7
"mr4edtsk-cqz2";"jufae3rm-lwfi";"jjc3aujp-guba";29;48000;"Hipoteca";3.0;"Empreendimento";"A";3250;6.76;0;0.07;"n";7
"flgihv0a-rirs";"jufiiu0d-tke1";"aom3xofo-m0ra";30;189000;"Hipoteca";5.0;"Melhora do lar";"E";16000;16.35;0;0.08;"n";8
"zolym9hi-eir1";"jufo7efd-rxdj";"7yl7aadn-0qli";24;25000;"Alugada";6.0;"Pessoal";"A";2000;6.62;0;0.08;"n";4
"hkze9qud-ylfe";"jugd2bnm-smtw";"butwii9f-aidz";25;56000;"Alugada";2.0;"Pag. de débitos";"B";5000;0.0;0;0.09;"n";4
"67pceyuo-xqtc";"jugfhdef-bd4m";"mdct3yxw-02be";23;86500;"Hipoteca";7.0;"Pessoal";"A";10000;12.61;1;0.0;"";2
"jnpgiexh-eqto";"juhpumpd-xis7";"yjigauom-zgub";31;36000;"Alugada";2.0;"Empreendimento";"D";2800;16.0;1;0.08;"n";9
"k5unzzky-thej";"juijcwng-0tk4";"h2hk2uok-p8ts";25;66420;"Hipoteca";1.0;"Médico";"B";4000;12.18;0;0.06;"n";3
"jzlypn5x-imnn";"jujk4kkh-dmse";"t7wb8ie1-e8r7";25;84000;"Alugada";2.0;"Empreendimento";"A";6000;8.94;0;0.07;"n";2
"hdoquqva-l9yk";"juksy4n0-g3gs";"8i2mwg9v-n86s";22;48000;"Alugada";6.0;"Educativo";"B";4000;9.91;0;0.08;"n";3
"nkdy9ylt-5zax";"jul6v2xd-uyex";"rubpaxsk-krm0";33;42000;"Hipoteca";2.0;"Pessoal";"A";9050;7.49;0;0.22;"n";7
"qra1hdle-1s1p";"juo3yyim-a8uj";"xs0evrxa-prp5";27;39000;"Hipoteca";0.0;"Pag. de débitos";"C";6900;12.87;0;0.18;"n";9
"pwvuibmj-f2ac";"jupb0uxc-3ywe";"s40fntbs-uftr";30;30000;"Alugada";7.0;"Pag. de débitos";"B";7200;10.36;0;0.24;"n";6
"kjaxij4b-x8qk";"jupi7cn7-bwsr";"nwlvk1b2-n5e8";33;50000;"Própria";5.0;"Educativo";"A";8300;0.0;0;0.17;"n";7
"7dngcmcv-pii5";"jupmyy3t-seck";"yfkd99rd-rcik";33;65000;"Hipoteca";3.0;"Pag. de débitos";"A";2000;7.88;0;0.03;"n";7
"lfaihteq-9o4y";"jupoast9-mmgo";"z6fzwrxp-bkiw";41;250000;"Hipoteca";18.0;"Educativo";"B";5000;9.99;0;0.02;"n";12
"uyxnyy9i-uotu";"juqa7p20-5322";"trjrjh4w-gaxq";26;96640;"Outros";8.0;"Educativo";"B";25000;11.58;0;0.26;"n";2
"ohh6f2rf-kwub";"juqpz3x7-sess";"4mtugl0s-97qr";22;9600;"Alugada";0.0;"Educativo";"B";1200;10.37;0;0.13;"n";2
"zbyq03vw-bwui";"jurttv8y-tdvr";"8cknwdjl-wgmx";24;8400;"Alugada";0.0;"Educativo";"C";1500;13.99;1;0.18;"y";2
"inhbixu6-drir";"jutgph0b-l5yh";"vurq0cmt-rjwn";23;42000;"Hipoteca";0.0;"Pessoal";"D";6000;16.77;0;0.14;"n";3
"jyubwsc3-4wge";"juvgixph-5ncg";"foo9xctm-iyhe";60;49008;"Própria";5.0;"Pessoal";"C";12000;13.79;0;0.24;"y";30
"vbnhzefg-hbl0";"jux5fqbk-dtsc";"0rkqb5rf-ph18";30;55000;"Alugada";14.0;"Pag. de débitos";"C";15800;14.72;0;0.29;"n";9
"nny20y2l-qojg";"juxhbla4-dsnc";"0awuwzmp-ymzl";27;72000;"Alugada";0.0;"Médico";"B";15000;11.86;0;0.21;"n";6
"ufmli1ni-j8od";"juxycqzv-zd1t";"ltpo5z5o-ljdc";58;27000;"Alugada";0.0;"Melhora do lar";"D";3500;16.0;1;0.13;"y";21
"d0o3otqj-qzxu";"juycohd3-mxj0";"h1fi38vg-jqno";25;73000;"Hipoteca";9.0;"Pag. de débitos";"B";9000;11.86;0;0.12;"n";4
"ekk6ofyi-aoej";"juzaekox-g199";"yumrhlej-kfky";22;62000;"Alugada";6.0;"Pessoal";"A";8000;5.42;0;0.13;"n";3
"jp5nue2g-xxu3";"juzwftaz-zx5k";"n9ww1pqe-it1p";25;59000;"Hipoteca";7.0;"Educativo";"B";25000;10.62;0;0.42;"n";3
"ay79iz3z-5wjy";"jv3ekell-xh8z";"hovwujyk-pmhf";23;54000;"Alugada";6.0;"Melhora do lar";"E";6000;16.45;1;0.11;"n";2
"dntqgka3-vekn";"jv4aekfc-ssag";"l1tf7wb6-vya7";30;0;"Alugada";11.0;"Pessoal";"C";6000;0.0;0;0.21;"n";3
"trr4xfib-t7jj";"jv7ccssj-siqs";"o01fghqd-3wxv";23;86000;"Alugada";0.0;"Empreendimento";"B";4800;9.62;0;0.06;"n";3
"tqy4tqjw-dwrs";"jvazynz8-bfve";"dzozr6kx-emzm";30;95000;"Hipoteca";0.0;"Pag. de débitos";"A";4000;7.14;0;0.04;"n";10
"xsam56wr-xzw0";"jvcdysgb-00or";"ehw5f4lt-tthw";26;55000;"Hipoteca";10.0;"Empreendimento";"A";5000;6.92;0;0.09;"n";3
"n1nh31ph-q1gw";"jvchotu5-61fp";"ykjiyldk-jsjb";23;91000;"Alugada";5.0;"Educativo";"B";10000;10.2;0;0.11;"n";2
"zdnz17j4-xwx4";"jvcolg2k-oefv";"1pwih6ym-miwx";29;34999;"Hipoteca";8.0;"Pag. de débitos";"D";6250;15.95;1;0.18;"y";9
"jqgwxdyf-d87l";"jvfljqzd-dvxz";"o39y6d6g-b8q8";23;36996;"Própria";4.0;"Médico";"A";10000;7.51;0;0.27;"n";3
"qzana0jg-ldkd";"jvgsmpdw-ddle";"wys8b1qx-tjtj";26;55000;"Alugada";1.0;"Pag. de débitos";"C";3000;0.0;0;0.05;"n";2
"d7aveomk-ramb";"jvihmkbp-jbk9";"oy3hjjdn-ewla";22;110000;"Hipoteca";0.0;"Pag. de débitos";"A";28000;7.49;0;0.25;"n";4
"k61mh9be-kqj1";"jvktgpad-ra8i";"zsexl9u6-eoe4";32;230000;"Alugada";0.0;"Melhora do lar";"A";15000;5.99;0;0.07;"n";5
"xgphvjwx-ubn2";"jvmlradk-cqaa";"knrlihqs-pcfx";31;50000;"Alugada";5.0;"Pessoal";"B";4500;9.99;0;0.09;"n";5
"hh2bmk0j-qab9";"jvoiik5a-ihkj";"kqhyl8zl-leir";23;42000;"Alugada";2.0;"Médico";"A";3000;6.62;0;0.07;"n";3
"s0itewkp-jtj8";"jvrvo0x7-vzyh";"k5fgdshu-ht29";25;34000;"Hipoteca";2.0;"Empreendimento";"C";15450;11.22;1;0.45;"n";4
"tfcta9ya-q49e";"jvujge1x-g475";"jhwvbo2s-zrah";22;30000;"Alugada";2.0;"Empreendimento";"D";4200;15.31;1;0.14;"y";2
"iiyq8rnj-iyxh";"jvvextsq-pyvj";"tsxhifon-8hac";29;33000;"Hipoteca";5.0;"Empreendimento";"B";4200;11.36;0;0.13;"n";9
"wyovlrcf-d5xt";"jvw9wjgg-hfaj";"kdqtplfw-qdkz";30;66000;"Hipoteca";0.0;"Empreendimento";"A";12000;7.51;0;0.18;"n";9
"o1lwbzoq-ku5f";"jvygpim6-2yxx";"b1peluig-qptr";30;77270;"Hipoteca";9.0;"Melhora do lar";"A";3000;7.74;0;0.04;"n";5
"puns5iqo-idq9";"jvzhntmw-4wmu";"6q7uogfu-w3ey";23;75000;"Hipoteca";2.0;"Empreendimento";"E";19600;15.13;0;0.26;"n";3
"6n00dkt9-qykp";"jw0zik0e-s1y3";"g7hiyzkg-k10t";34;80000;"Hipoteca";7.0;"Educativo";"B";19000;10.62;0;0.24;"n";10
"bk3hjd5g-uh9w";"jw1pmcbc-arzj";"7zgpaeh0-euvg";28;24000;"Alugada";4.0;"Empreendimento";"A";3000;9.32;0;0.13;"n";6
"csixn8rt-cses";"jw2thzcv-hzly";"xnwzyer8-cmcb";29;125000;"Hipoteca";0.0;"Melhora do lar";"C";10000;14.35;0;0.08;"y";9
"thv2qmub-lilj";"jw3lv28w-aqs1";"qmvofjxa-i1is";21;13806;"Alugada";6.0;"Pessoal";"C";4750;12.73;1;0.34;"y";3
"bgbqupbb-qg5c";"jw4xpwmx-uott";"3jwhl70l-t0l4";29;97000;"Hipoteca";2.0;"Empreendimento";"C";10000;12.23;0;0.1;"y";5
"nzcx4yjv-grdq";"jw4zx9hp-mrsl";"e1foq9u1-fgkh";23;65004;"Alugada";4.0;"Educativo";"D";3000;14.84;0;0.05;"n";3
"xa7ueock-c1md";"jw9gtzfd-pwfj";"f1jqcq6i-kso5";24;93000;"Hipoteca";3.0;"Empreendimento";"C";18000;11.78;0;0.19;"y";3
"iggeav5q-jdoq";"jwazv6ye-rgg8";"lejkmago-kpf3";26;29364;"Alugada";4.0;"Melhora do lar";"C";6000;13.35;1;0.2;"y";4
"zgqbepdz-kzby";"jwbenasn-gtqu";"pv7fljvp-fndj";25;24000;"Alugada";9.0;"Pessoal";"B";9600;11.71;1;0.4;"n";4
"ngmvbork-gkd2";"jwbwppok-mlxv";"rzzpzzqe-36xn";24;42900;"Alugada";5.0;"Empreendimento";"A";15000;0.0;1;0.35;"n";2
"abpd8u1z-xhdh";"jwcaxjxr-cwz4";"6sqjawvn-ebux";29;142000;"Própria";14.0;"Pessoal";"B";24250;11.48;0;0.17;"n";8
"sfkqzgqk-saup";"jwcmadxo-2mo1";"ljmowu1d-xl0r";24;35000;"Alugada";8.0;"Educativo";"A";8000;6.03;0;0.23;"n";2
"qqug6emp-y2ki";"jwcnwfxk-8agx";"o7vfxzqf-d87z";25;80000;"Hipoteca";5.0;"Pag. de débitos";"A";18000;5.79;0;0.23;"n";2
"vhtihxbd-4sqr";"jwcpgaqu-cxci";"wmc9uqtq-rdbw";23;18000;"Alugada";0.0;"Empreendimento";"A";4500;7.49;1;0.25;"n";4
"lzsyxjks-wg7f";"jwcujjay-j8fs";"r77h2wni-zr7j";29;175000;"Hipoteca";1.0;"";"A";2000;11.12;0;0.0;"n";8
"7shyxxdj-6h9l";"jwczgaox-kj4h";"wxm4xhx2-x75o";22;44412;"Alugada";3.0;"Pessoal";"C";12000;13.11;0;0.27;"y";2
"lprbsxpg-oepb";"jwddomdt-x8wg";"w4juijat-iclc";25;30000;"Hipoteca";0.0;"Educativo";"D";10625;16.49;0;0.35;"n";4
"epfgrceo-kg3s";"jwdw7pam-2yzw";"gfg98mnx-cdfj";24;26400;"Alugada";3.0;"Melhora do lar";"B";9000;11.49;1;0.34;"n";3
"1p8l3nmh-xhhx";"jwdzlse3-n9me";"oi2ibb5j-ozsb";26;66000;"Alugada";0.0;"Pag. de débitos";"A";2875;7.49;0;0.04;"n";2
"qwe27psg-kipm";"jwejgqud-jrgg";"21xqf1pu-m4wp";22;37080;"Alugada";6.0;"Pessoal";"B";2400;10.65;1;0.06;"n";3
"ddwlm117-ak62";"jwgsxaji-eyvo";"rjxoerdr-r6mb";24;39000;"Alugada";0.0;"Médico";"D";3000;14.61;1;0.08;"y";4
"ww4mbwfx-hadh";"jwhcmmf1-2u8h";"q94xhhfg-vo8d";33;24996;"Hipoteca";3.0;"Pessoal";"C";6600;12.99;0;0.26;"y";6
"jndxbadw-d32x";"jwhmkfzx-bfxb";"tssiwhzs-syx3";39;58000;"Alugada";5.0;"Educativo";"B";21000;10.83;1;0.36;"n";16
"kr2ohmpg-q1zg";"jwigycrl-0ylg";"4m6r41yj-opgh";22;64000;"Própria";6.0;"Educativo";"D";15000;17.49;0;0.23;"y";4
"4q3rwzjm-bndx";"jwikysl1-gojp";"wpjxonye-8zue";24;105508;"Hipoteca";8.0;"Médico";"A";3500;7.66;0;0.03;"n";4
"lpmwjr7j-h03n";"jwk0gqds-nuyf";"swiycixk-ahf9";36;35000;"Hipoteca";5.0;"Pag. de débitos";"A";12000;8.9;0;0.34;"n";17
"mn1sueov-ots1";"jwmiwdxw-xezp";"ljis2h8k-auia";29;84000;"Hipoteca";0.0;"Melhora do lar";"B";5200;13.06;0;0.0;"y";10
"iupwpxo0-1b51";"jwn7cax7-kxn9";"46bloxe8-vud6";23;66000;"Hipoteca";5.0;"Empreendimento";"A";6000;6.62;0;0.09;"n";2
"6eobtens-ocfl";"jwnhntwo-pdsz";"vomfy6kw-mm5j";24;112000;"Hipoteca";8.0;"Pessoal";"B";20400;11.71;0;0.18;"n";3
"9jg9n0fk-zjoa";"jwnpl8wm-gzzk";"jjydnxmo-mrxq";25;30000;"Alugada";0.0;"Melhora do lar";"A";8300;8.9;1;0.28;"n";3
"elt9kjo4-qeqt";"jwo7nfjn-aa2r";"4pbt4skw-c3fc";25;52000;"Hipoteca";5.0;"Melhora do lar";"A";12000;7.88;0;0.23;"n";3
"tx52bk9k-drwe";"jwpk8uzx-aws0";"i99gu7w2-9dht";29;46000;"Hipoteca";9.0;"Pessoal";"A";4000;6.76;0;0.09;"n";9
"jblxscgj-hnun";"jwptje6a-sfws";"sttckpqb-orru";26;110000;"Hipoteca";5.0;"Pessoal";"B";15000;11.11;0;0.14;"n";3
"uxtgzb6s-zt43";"jwqiynfn-3y2t";"ypbugfml-qui7";22;66000;"Hipoteca";4.0;"Pag. de débitos";"A";2700;6.76;0;0.04;"n";3
"gl1tqlar-mvah";"jwqjjrkj-mski";"tocfbc4j-ggl4";42;38000;"Alugada";3.0;"Médico";"E";3000;17.56;1;0.08;"n";15
"du8dgmod-gjdn";"jwtbmaoi-e4z4";"vdlu65bk-8vkf";28;37584;"Própria";2.0;"Médico";"B";20000;11.48;0;0.53;"n";5
"mhjofns6-q928";"jwumnudt-5pkf";"dc9kvkyh-cntq";22;31000;"Alugada";4.0;"Pessoal";"A";10000;0.0;1;0.32;"n";4
"gmgwp9kn-rko2";"jww6zybq-8pym";"d97gjbec-nowx";24;49278;"Alugada";4.0;"Pag. de débitos";"C";11000;13.22;0;0.22;"y";2
"psyxfdt6-ccen";"jwwhtgx3-ymem";"w4dyf3dm-gkb8";22;0;"Alugada";0.0;"Médico";"C";7000;6.99;0;0.23;"n";10
"doqhf6fk-m61e";"jwy2ucyc-rl6k";"iyj1b56l-ofl2";39;47471;"Hipoteca";5.0;"Pag. de débitos";"A";5000;7.51;0;0.11;"n";14
"si77amas-2z5z";"jwyngodm-9ur9";"t5eu27yu-93y0";28;40800;"Hipoteca";12.0;"Educativo";"A";6700;6.99;0;0.16;"n";8
"7xrjjykf-4lek";"jwyxh7wa-hour";"tk70ci3b-f8q5";39;200000;"Hipoteca";19.0;"Educativo";"B";18000;10.99;0;0.09;"n";13
"1sra2yp0-veli";"jwzsdi4q-tt2t";"rpsevuta-1ozh";24;30000;"";0.0;"";"A";15000;13.79;0;0.32;"y";9
"lzcfbqdu-oqkg";"jx8rgnoz-hiym";"xjxyhpaj-byau";31;56839;"Alugada";15.0;"Médico";"D";9000;15.33;1;0.16;"n";6
"ldislsdx-ekkb";"jx91ppej-wpsx";"cnvvuqpt-lbo5";23;92000;"Hipoteca";5.0;"Educativo";"B";2400;12.69;0;0.03;"n";2
"2ud95owa-w7fu";"jx9o4wrn-i4um";"zrt7v7r9-zcmk";22;42000;"Alugada";1.0;"Educativo";"B";8500;7.14;0;0.2;"";4
"thh34df0-r6lg";"jxagvhhz-3hbj";"wceyrddg-neyn";23;48000;"Própria";0.0;"Empreendimento";"E";15750;16.35;0;0.33;"n";3
"siajtjgv-sxs4";"jxajpxc3-brnq";"ztwruoox-nonx";23;54000;"Alugada";8.0;"Empreendimento";"B";12000;11.36;0;0.22;"n";2
"gq63m7co-gywk";"jxb7otw7-gztp";"ihsvflof-wgcj";24;86610;"Hipoteca";7.0;"Educativo";"C";8750;12.72;0;0.1;"y";2
"r6lsxi4l-kgfq";"jxc4xy2m-jktj";"znuusrn0-jmiq";31;52000;"Alugada";1.0;"Médico";"A";4000;7.49;0;0.08;"n";5
"8tkwfb53-9eky";"jxccqaw9-jq33";"nlsfnslp-b3dk";24;60000;"Alugada";5.0;"Médico";"A";12000;9.63;0;0.2;"n";2
"dbs12hpc-63sx";"jxcd97zx-e8hi";"cnqzxtny-f8tt";21;35000;"Própria";2.0;"Empreendimento";"D";7000;14.59;0;0.2;"n";3
"fj01hfab-2nn6";"jxclocvp-cyyz";"t5o7agg5-7goe";0;55000;"Hipoteca";0.0;"Pessoal";"A";2500;8.07;0;0.02;"n";10
"kwaa3yi5-9p6l";"jxd88olb-4jpt";"pzp6omuh-xqlv";26;59000;"Hipoteca";4.0;"Educativo";"B";3500;10.99;0;0.06;"n";2
"oaw4tj6t-szrs";"jxdjagps-wnri";"heiyqg7o-bg2h";29;79894;"Hipoteca";7.0;"Empreendimento";"D";20000;14.96;0;0.25;"y";10
"dal2b5wf-lrbc";"jxdwgceu-yjem";"k2gixfip-9jwn";26;70000;"Alugada";10.0;"Pessoal";"A";4075;5.42;0;0.06;"n";3
"kta0yqj2-f66z";"jxfbvep1-wbul";"xgnprwsj-hxup";26;75000;"Hipoteca";2.0;"Empreendimento";"A";4000;5.79;0;0.05;"n";3
"kjt1dskx-qyty";"jxg84fba-fbzs";"f9pntqe9-lnfd";22;48000;"Alugada";3.0;"Melhora do lar";"A";13000;7.88;1;0.27;"n";3
"grmieoo8-iesk";"jxgo3rjq-0e7r";"5yslya3r-p3dx";28;266000;"Hipoteca";12.0;"Pessoal";"A";9000;5.42;0;0.03;"n";10
"acx7jfhm-anpa";"jxgovrgk-pueb";"dezeputp-2vue";30;61800;"Hipoteca";6.0;"Pag. de débitos";"B";20000;11.36;0;0.32;"n";8
"kqqeca2s-ffk0";"jxh7k5gn-biw0";"olg28rqi-d6oy";23;57600;"Alugada";3.0;"Empreendimento";"D";10000;15.58;0;0.17;"y";4
"vowxsqin-f06u";"jxknw2l0-pekg";"qpcqo3ey-e7ib";26;18000;"Alugada";0.0;"Educativo";"B";1500;11.36;0;0.08;"n";2
"ueekazll-kqy5";"jxkwcmkr-lstb";"cjllitpg-tayv";24;30000;"Alugada";2.0;"Médico";"C";2400;13.72;0;0.08;"y";4
"jrwn3ndp-jkef";"jxkygqdb-l6d9";"qyubw9g9-qimn";23;56996;"Própria";2.0;"Empreendimento";"A";9575;9.63;0;0.17;"n";4
"gmglgxk1-jo2j";"jxmjccex-5bfc";"bop8cjjk-rgw0";22;30000;"";2.0;"";"A";11000;8.49;0;0.11;"n";3
"jkit89lc-lmdq";"jxmjiquf-pfss";"udcbuyso-juwm";23;45000;"Própria";0.0;"Empreendimento";"C";8000;12.84;0;0.18;"y";2
"jzs56lds-selg";"jxn4iwh9-s45r";"eontiu8y-iavk";26;84000;"Alugada";7.0;"Pag. de débitos";"D";15000;16.0;1;0.18;"y";3
"usxrfjqj-ml01";"jxnm1wba-klxf";"e6j3ynii-yd9x";30;59000;"Hipoteca";4.0;"Médico";"A";10000;8.0;1;0.17;"n";9
"g17q3smw-ajaz";"jxnok3ah-b29y";"jkbwpiep-uhag";30;80000;"Hipoteca";2.0;"Educativo";"A";3000;6.62;0;0.04;"n";9
"ipvro3ye-p36d";"jxnzgfzg-a94j";"sznzpxgo-rjwl";23;110000;"Hipoteca";8.0;"Empreendimento";"A";7800;0.0;0;0.07;"n";4
"ad8sd18u-ifai";"jxouumbb-hfl8";"ytkyoa3q-hllm";25;199000;"Hipoteca";4.0;"Pessoal";"B";15000;9.99;0;0.08;"n";2
"dtsddbnv-7c50";"jxpe2lib-bakz";"yoqt4iyt-pdxb";24;148000;"Hipoteca";0.0;"Educativo";"A";4000;7.88;0;0.03;"n";2
"dj4moc20-t0os";"jxqwlthd-bmpn";"pdidhykt-gdzz";25;40000;"Alugada";2.0;"Educativo";"B";4200;9.63;0;0.1;"n";2
"dxd9duz7-spcq";"jxrg6ggp-ctou";"ehmiilfh-52is";22;100000;"Hipoteca";0.0;"Médico";"C";24000;13.47;0;0.24;"n";4
"00xp05xd-58xf";"jxrxgh6w-kjpl";"gucqvgye-uuzi";33;63996;"Alugada";4.0;"Educativo";"B";3200;10.74;0;0.05;"n";9
"1htfgrzy-4mtp";"jxrzt2bw-oaqw";"ubtfhi7c-zwes";22;14400;"Alugada";0.0;"Melhora do lar";"E";4400;19.91;1;0.31;"n";4
"fmwjqmwp-zmuy";"jxs64doh-hetf";"fqyquo2p-fb60";24;130000;"Alugada";7.0;"Pag. de débitos";"B";24000;11.49;0;0.18;"n";3
"l7k4qiac-tq2x";"jxtd3xix-pkdt";"5rvrn0oi-ashk";30;60000;"Hipoteca";14.0;"Educativo";"B";4500;10.83;0;0.07;"n";10
